fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boyali_parca,degisen_parca
940,250000,2008,Fiat,Linea 1.3 Multijet Active,Linea,167521,Düz,Dizel,Önden Çekiş,45.0,1.248,90.0,2,2
941,305000,2009,Ford,Fiesta 1.4 Titanium,Fiesta,176100,Düz,Benzinli/LPG,Önden Çekiş,42.0,1.388,96.0,0,1
942,295000,2011,Fiat,Punto EVO 1.4 8V Active,Punto,158000,Otomatik,Benzinli,Önden Çekiş,45.0,1.368,77.0,5,3
943,298500,2012,Chevrolet,Aveo 1.3 D LTZ,Aveo,173881,Düz,Dizel,Önden Çekiş,46.0,1.248,95.0,0,0
944,345900,2014,Ford,Fiesta 1.25 Trend X,Fiesta,121112,Düz,Benzinli,Önden Çekiş,42.0,1.242,82.0,0,0
945,250000,2001,Skoda,Felicia Pickup LX,Felicia,119731,Düz,Benzinli,,,,,5,2
946,230000,2005,Ford,Fiesta 1.4 TDCi Comfort,Fiesta,225000,Düz,Dizel,Önden Çekiş,45.0,1.399,68.0,0,0
947,350000,2011,Fiat,Linea 1.6 Multijet Emotion Plus,Linea,126723,Düz,Dizel,Önden Çekiş,45.0,1.598,105.0,2,2
948,353000,2015,Fiat,Linea 1.3 Multijet Lounge GSR,Linea,86115,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,1
949,352000,2016,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,200075,Düz,Dizel,,45.0,1.248,74.0,0,0
950,358900,2018,Fiat,1.3 MultiJet Premio 95 Ps Combi,Fiorino,113025,Düz,Dizel,,45.0,1.248,94.0,0,0
951,299999,2017,Fiat,1.4 Fire Pop 77 Ps Combi,Fiorino,43936,Düz,Benzinli,,45.0,1.368,76.0,0,0
952,271500,2009,Hyundai,i30 1.6 CRDi Select,i30,213603,Düz,Dizel,Önden Çekiş,53.0,1.582,115.0,0,0
953,420000,2015,Fiat,1.3 EcoJet Premio 90 Ps Combi,Doblo,114302,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,0,1
954,310000,2017,Fiat,1.6 MultiJet Maxi Safeline ESP 105 Ps Combi,Doblo,165070,Düz,Dizel,Önden Çekiş,60.0,1.598,103.0,0,2
955,580000,2022,Fiat,1.4 Fire 95 Hp Euro 6F S2 Benzinli Manuel Urban,Yeni Egea Cross,15108,Düz,Benzinli,,,,,0,0
956,390000,2015,Peugeot,1.4 HDI Active 69 Ps Hatchback,208,112885,Düz,Dizel,Önden Çekiş,50.0,1.398,68.0,1,0
957,360000,2014,Fiat,Linea 1.3 Multijet Pop,Linea,145745,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,3,0
958,315900,2015,Fiat,Linea 1.3 Multijet Actual,Linea,60250,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,1
959,280000,2006,Fiat,Albea 1.4 Fire Active,Albea,217334,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,6,0
960,300000,2011,Fiat,Punto 1.3 Multijet 95 HP,Punto,144900,Düz,Dizel,,,,,0,0
961,105000,1994,Lada,1.5 H-B,Samara,239860,Düz,Benzinli/LPG,,,,,0,3
962,565000,2022,Fiat,1.4 Fire Urban 95 Ps Cross,Egea,7613,Düz,Benzinli,,,1.368,94.0,0,0
963,467500,2019,Fiat,1.6 MultiJet Easy DCT 120 Ps Sedan,Egea,87625,Otomatik,Dizel,Önden Çekiş,45.0,1.598,118.0,0,0
964,485000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,11935,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,2
965,517000,2018,Renault,Clio SportTourer 1.5 dCi Icon EDC,Clio,118100,Otomatik,Dizel,Önden Çekiş,45.0,1.461,90.0,0,0
966,234900,2011,Nissan,Micra 1.2 Passion,Micra,169204,Düz,Benzinli,Önden Çekiş,41.0,1.198,80.0,2,0
967,360000,2010,Renault,Clio 1.5 dCi Authentique,Clio,230000,Düz,Dizel,Önden Çekiş,55.0,1.461,65.0,8,0
968,390000,2013,Hyundai,Accent Blue 1.4 D-CVVT Mode,Accent,139500,Düz,Benzinli,Önden Çekiş,43.0,1.368,100.0,0,0
969,242000,2009,Dacia,Sandero 1.4 Ambiance,Sandero,130000,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.39,75.0,0,0
970,257500,2015,Peugeot,Bipper Kombi 1.4 HDi Comfort,Bipper,170760,Düz,Dizel,,45.0,1.398,70.0,0,0
971,470000,2022,Fiat,1.4 Fire Easy Plus 95 Ps Sedan,Egea,11885,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
972,487500,2019,Ford,1.5 TDCI Deluxe 95 Ps Kombi,Tourneo Courier,30007,Düz,Dizel,,45.0,1.499,94.0,0,0
973,450000,2016,Hyundai,1.2 MPI Elite 84 Ps Hatchback,i20,160020,Düz,Benzinli,Önden Çekiş,50.0,1.248,83.0,0,0
974,442000,2022,Fiat,1.6 MultiJet Premio Plus 120 Ps Combi,Doblo,124000,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
975,370000,2017,Fiat,1.6 MultiJet Comfort DCT 120 Ps Sedan,Egea,220000,Otomatik,Dizel,Önden Çekiş,45.0,1.598,118.0,0,0
976,345000,2014,Renault,Clio 1.5 dCi Icon EDC,Clio,217500,Düz,Benzinli,Önden Çekiş,45.0,1.461,90.0,0,0
977,460000,2012,Volvo,S60 Premium 1.6,S60,201250,Düz,Benzinli,,,,,0,0
978,200000,2012,Peugeot,Bipper Kombi 1.4 HDi Comfort,Bipper,103000,Düz,Benzinli,,45.0,1.398,70.0,0,0
979,275000,2012,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,157798,Düz,Dizel,,,,,0,0
980,665000,2016,Seat,1.4 EcoTSI ACT Xcellence DSG 150 Ps SUV,Ateca,62075,Düz,Benzinli,Önden Çekiş,50.0,1.395,148.0,0,0
981,429000,2017,Ford,Tourneo Courier 1.6 TDCi Titanium,Tourneo Courier,222652,Düz,Dizel,,45.0,1.56,95.0,0,0
982,420000,2013,Jeep,Compass 2.0 Limited,Compass,153734,Düz,Benzinli,Önden Çekiş,51.0,1.998,156.0,4,0
983,350000,2014,Fiat,Linea 1.3 Multijet Pop,Linea,97604,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,2,0
984,345000,2013,Fiat,Linea 1.3 Multijet Pop,Linea,176908,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,3,0
985,300000,2017,Fiat,Linea 1.3 Multijet Pop,Linea,183000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,3,0
986,355000,2010,Toyota,COROLLA SEDAN 1.33 COMFORT,Corolla,285000,Düz,Benzinli,Önden Çekiş,55.0,1.329,99.0,1,2
987,400000,2015,Citroen,C- Elysee 1.6 HDİ Confort,C- Elysee,154000,Düz,Dizel,Önden Çekiş,48.0,1.56,92.0,0,0
988,350000,2011,Fiat,Linea 1.3 Multijet Active Plus,Linea,206031,Düz,Dizel,Önden Çekiş,45.0,1.248,90.0,6,0
989,370000,2014,Fiat,Linea 1.3 Multijet Active Plus,Linea,128487,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,1,0
990,280000,2013,Fiat,Linea 1.4 Fire Actual,Linea,144000,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,3,0
991,290000,2009,Fiat,Punto 1.3 Multijet 95 HP,Punto,130000,Düz,Dizel,,,,,0,0
992,300000,2014,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,77000,Düz,Dizel,,45.0,1.248,75.0,1,0
993,158000,2004,Renault,Kangoo Express 1.5 dCi Confort,Kangoo,198000,Düz,Dizel,,50.0,1.461,70.0,0,0
994,356000,2012,Fiat,Fiorino Combi 1.3 95HP Premio,Fiorino,133815,Düz,Dizel,,,,,0,0
995,300000,2007,Renault,Clio 1.5 dCi Expression,Clio,137332,Düz,Dizel,Önden Çekiş,55.0,1.461,75.0,3,1
996,321000,2013,Citroen,C- Elysee 1.2 VTi Attraction,C- Elysee,103700,Düz,Benzinli,Önden Çekiş,50.0,1.199,72.0,0,0
997,230000,2006,Volkswagen,Polo 1.4 Goal,Polo,221103,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.39,75.0,3,0
998,220000,2015,Fiat,Linea 1.3 mjet active,Linea,340000,Düz,Dizel,,,,,10,0
999,265000,2013,Peugeot,Bipper Van 1.3 HDi,Bipper,152950,Düz,Dizel,,45.0,1.398,75.0,2,0
1000,445000,2017,Fiat,1.3 MultiJet Premio ESP 95 Ps Combi,Fiorino,30250,Düz,Dizel,,45.0,1.248,94.0,1,0
1001,260000,2016,Fiat,1.3 MultiJet Easy ESP 90 Ps Combi,Doblo,235000,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,7,0
1002,450000,2020,Fiat,1.6 MultiJet Premio Plus 120 Ps Combi,Doblo,27000,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
1003,480000,2020,Fiat,1.3 MultiJet Maxi Safeline 95 Ps Combi,Doblo,85369,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
1004,550000,2021,Fiat,1.4 Fire 95 Hp Euro 6F S2 Benzinli Manuel Urban,Yeni Egea Cross,9251,Düz,Benzinli,,,,,0,0
1005,315750,2009,Fiat,Punto 1.4 active,Punto,84729,Düz,Benzinli,,,,,2,1
1006,300000,2019,Fiat,1.2 Fire City Cross 69 Ps Hatchback,Panda,83000,Düz,Benzinli,Önden Çekiş,37.0,1.242,68.0,5,0
1007,290000,2007,Ford,Focus 1.6 Trend,Focus,185000,Düz,Dizel,Önden Çekiş,55.0,1.596,100.0,0,0
1008,367000,2021,Ford,Transit Courier 1.5 TDCi Trend,Transit Courier,27435,Düz,Dizel,,45.0,1.498,75.0,3,0
1009,330000,2017,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,105766,Düz,Dizel,,45.0,1.248,75.0,1,1
1010,250000,2008,Ford,Focus 1.6 TDCi Trend,Focus,210000,Düz,Dizel,Önden Çekiş,55.0,1.56,109.0,5,2
1011,650900,2020,Fiat,Van Maxi 15 M³ 2.3 130 HP,Ducato,121487,Düz,Dizel,,,,,0,0
1012,605000,2014,Volkswagen,Jetta 1.6 TDI Highline DSG,Jetta,98429,Otomatik,Dizel,Önden Çekiş,55.0,1.598,105.0,3,0
1013,256000,2003,Bmw,318i,3 Serisi,248000,Otomatik,Benzinli,Arkadan İtiş,63.0,1.995,143.0,0,0
1014,290000,2010,Suzuki,SX4 1.6 DDiS GL,SX4,201000,Düz,Dizel,Önden Çekiş,50.0,1.56,89.0,0,0
1015,310000,2011,Citroen,C5 1.6 HDi Confort,C5,336423,Düz,Dizel,Önden Çekiş,71.0,1.56,112.0,6,0
1016,332000,2019,Ford,Transit Courier 1.5 TDCi Trend,Transit Courier,117358,Düz,Benzinli,,45.0,1.498,75.0,0,0
1017,65900,1991,Mazda,626,626,302064,Düz,Benzinli/LPG,,,,,13,0
1018,340000,2011,Renault,Megane 1.5 dCi Privilege,Megane,195017,Düz,Dizel,Önden Çekiş,60.0,1.461,105.0,2,2
1019,215000,2014,Fiat,Fiorino Combi 1.3 Multijet Safeline,Fiorino,196178,Düz,Dizel,,45.0,1.248,75.0,5,0
1020,310000,2012,Ford,Transit Connect K210 S 1.8 TDCi Standart şasi,Transit Connect,205000,Düz,Dizel,Önden Çekiş,60.0,1.753,90.0,6,1
1021,500000,2022,Hyundai,1.4 MPI Jump 100 Ps Hatchback,i20,6850,Düz,Benzinli,Önden Çekiş,40.0,1.368,99.0,0,0
1022,310000,2018,Fiat,1.4 Fire Pop 77 Ps Combi,Fiorino,140641,Düz,Benzinli,,45.0,1.368,76.0,0,1
1023,550000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,6113,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
1024,500000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,9850,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
1025,395000,2016,Dacia,Duster 1.5 dCi Ambiance 4x4,Duster,227250,Düz,Dizel,4x4,50.0,1.461,90.0,1,0
1026,250000,2014,Citroen,C- Elysee 1.6 HDİ Attraction,C- Elysee,291472,Düz,Dizel,Önden Çekiş,48.0,1.56,92.0,3,0
1027,469000,2017,Dacia,Sandero 1.5 dCi Stepway,Sandero,104000,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,0,0
1028,330000,2010,Peugeot,308 1.6 VTi Millesim Otomatik,308,110994,Düz,Benzinli,Önden Çekiş,60.0,1.598,120.0,3,3
1029,585000,2022,Fiat,1.4 Fire 95 Hp Euro 6F S2 Benzinli Manuel Urban,Yeni Egea Cross,19751,Düz,Benzinli,,,,,2,0
1030,550000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,19000,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
1031,550000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,18589,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
1032,550000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,18000,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
1033,550000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,13255,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
1034,283000,2015,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,227936,Düz,Dizel,,45.0,1.248,74.0,0,0
1035,321000,2016,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,197439,Düz,Dizel,,45.0,1.248,74.0,0,0
1036,312000,2016,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,139168,Düz,Dizel,,45.0,1.248,74.0,0,0
1037,269900,2011,Renault,Symbol 1.5 dCi Authentique,Symbol,131101,Düz,Dizel,Önden Çekiş,50.0,1.461,65.0,2,1
1038,342000,2017,Fiat,Linea 1.3 Multijet Pop,Linea,151573,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1039,335000,2017,Fiat,Linea 1.3 Multijet Pop,Linea,141198,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,1,0
1040,351000,2017,Fiat,Linea 1.3 Multijet Pop,Linea,162974,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1041,353000,2017,Fiat,Linea 1.3 Multijet Pop,Linea,147084,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1042,440000,2021,Fiat,Doblo Cargo Maxi 1.6 Multijet,Doblo,46500,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,0
1043,268700,2017,Dacia,Dokker Van 1.5 DCI Ambiance,Dokker,253000,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,0,1
1044,195000,2013,Citroen,Nemo Combi 1.3 HDI SX Plus Vizyon,Nemo,250000,Düz,Dizel,Önden Çekiş,45.0,1.248,74.0,0,2
1045,460000,2016,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,144162,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,0
1046,410900,2020,Fiat,1.3 MultiJet Easy 95 Ps Combi,Doblo,51387,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
1047,400000,2017,Fiat,1.6 MultiJet Lounge Plus DCT 120 Ps Sedan,Egea,144100,Otomatik,Dizel,Önden Çekiş,45.0,1.598,118.0,0,0
1048,330000,2018,Fiat,1.3 MultiJet Safeline 95 Ps Combi,Doblo,82868,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
1049,280000,2010,Dacia,Sandero 1.5 DCI Stepway,Sandero,215700,Düz,Dizel,Önden Çekiş,50.0,1.461,70.0,0,0
1050,165900,2008,Peugeot,Bipper 1.4 HDi,Bipper,229767,Düz,Dizel,,45.0,1.398,70.0,0,1
1051,205000,2014,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,298491,Düz,Dizel,,45.0,1.248,75.0,0,0
1052,245000,2012,Fiat,Punto 1.3 Mjet Easy S-S,Punto,194069,Düz,Dizel,Önden Çekiş,45.0,1.248,75.0,0,0
1053,270000,2014,Fiat,Doblo Combi 1.3 M.jet Safeline,Doblo,212422,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,2,5
1054,205000,2013,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,251290,Düz,Dizel,,45.0,1.248,75.0,5,6
1055,310000,2013,Ford,C-Max 1.6 TDCi Trend,C-Max,282691,Düz,Dizel,Önden Çekiş,53.0,1.56,115.0,0,3
1056,280000,2018,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,122070,Düz,Dizel,,45.0,1.248,74.0,5,1
1057,385000,2018,Fiat,1.3 MultiJet Premio ESP 95 Ps Combi,Fiorino,200549,Düz,Dizel,,45.0,1.248,94.0,1,0
1058,355900,2017,Fiat,1.6 MultiJet Trekking 105 Ps Combi,Doblo,168739,Düz,Dizel,Önden Çekiş,60.0,1.598,103.0,4,1
1059,200000,2010,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,224777,Düz,Dizel,,45.0,1.248,75.0,0,0
1060,280000,2009,Fiat,Doblo Classic Combi 1.3 Multijet Safeline,Doblo,174325,Düz,Dizel,,60.0,1.248,75.0,5,4
1061,192500,2011,Peugeot,Bipper Kombi 1.4 HDi Comfort,Bipper,275950,Düz,Dizel,,45.0,1.398,70.0,0,0
1062,418500,2012,Ford,Focus 1.0 GTDi EcoBoost Style,Focus,107639,Düz,Benzinli,Önden Çekiş,55.0,999.0,125.0,8,1
1063,275900,2016,Fiat,1.4 S7 Popstar 77 Ps Hatchback,Punto,76000,Düz,Benzinli,Önden Çekiş,45.0,1.368,76.0,0,0
1064,315000,2015,Hyundai,1.6 CRDI Mode DCT 136 Ps Sedan,Accent Blue,220000,Otomatik,Dizel,Önden Çekiş,43.0,1.582,134.0,7,0
1065,368000,2020,Fiat,1.3 MultiJet Premio Plus 95 Ps Combi,Doblo,95000,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
1066,235000,2010,Fiat,Linea 1.3 Multijet Active Plus,Linea,220000,Düz,Dizel,Önden Çekiş,45.0,1.248,90.0,5,0
1067,268000,2013,Fiat,Linea 1.4 Fire Active Plus,Linea,66000,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,8,0
1068,265000,2013,Renault,Symbol 1.5 dCi Joy,Symbol,146500,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,1,2
1069,235900,2013,Fiat,Doblo Combi 1.3 Multijet Dynamic,Doblo,207067,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,0,0
1070,340000,2012,Ford,Fiesta 1.4 TDCi Titanium,Fiesta,151895,Düz,Benzinli,Önden Çekiş,45.0,1.398,68.0,3,1
1071,490000,2013,Ford,C-Max 1.6 TDCi Titanium,C-Max,189900,Düz,Benzinli,Önden Çekiş,53.0,1.56,115.0,2,0
1072,249900,2011,Fiat,Punto EVO 1.3 Mjet Active,Punto,155889,Düz,Benzinli,Önden Çekiş,45.0,1.248,75.0,5,3
1073,315000,2018,Fiat,1.3 MultiJet Safeline ESP 90 Ps Combi,Doblo,168831,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,1,0
1074,220000,2014,Citroen,Nemo Combi 1.3 HDI SX Plus,Nemo,110719,Düz,Dizel,Önden Çekiş,45.0,1.248,74.0,10,3
1075,408000,2011,Ford,Focus 1.6 Comfort,Focus,99334,Düz,Benzinli/LPG,Önden Çekiş,55.0,1.596,100.0,0,0
1076,259500,2013,Fiat,Linea 1.3 Multijet Actual,Linea,240890,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1077,269500,2013,Fiat,Linea 1.3 Multijet Actual,Linea,205155,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1078,259500,2013,Fiat,Linea 1.3 Multijet Actual,Linea,197210,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1079,707000,2021,Opel,1.5 CDTI Ultimate Otomatik 132 Ps Kombi,Combo,18138,Otomatik,Dizel,Önden Çekiş,50.0,1.499,130.0,0,0
1080,450000,2015,Hyundai,1.2 MPI Elite 84 Ps Hatchback,i20,123453,Düz,Benzinli,Önden Çekiş,50.0,1.248,83.0,0,0
1081,462000,2020,Fiat,1.4 16V Fire Street 95 Ps Hatchback,Egea,73442,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.368,94.0,0,0
1082,360900,2015,Hyundai,1.2 MPI Style 84 Ps Hatchback,i20,46136,Düz,Benzinli,Önden Çekiş,50.0,1.248,83.0,3,1
1083,475900,2016,Ford,Focus 1.6 TDCi Trend X,Focus,34217,Düz,Benzinli,Önden Çekiş,53.0,1.56,95.0,1,0
1084,249500,2013,Fiat,Linea 1.3 Multijet Actual,Linea,264671,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1085,218500,2013,Fiat,Linea 1.3 Multijet Actual,Linea,383962,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1086,450000,2014,Opel,Astra 1.6 CDTI Start-Stop Cosmo,Astra,120359,Düz,Dizel,Önden Çekiş,56.0,1.598,136.0,7,0
1087,430000,2016,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,100200,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,4,0
1088,951900,2000,Karsan,J9 14+1,J9,55000,Düz,Dizel,,,,,2,0
1089,1179900,2017,Fiat,Fiorino Cargo 1.3 Multijet,Fiorino,7600,Düz,Dizel,,45.0,1.248,75.0,0,0
1090,1250000,2021,Jeep,1.3 GSE 4x2 Longitude DDCT 150 Ps SUV,Compass,6046,Otomatik,Benzinli,Önden Çekiş,55.0,1.332,148.0,0,0
1091,750000,2021,Opel,1.4 Turbo Edition CVT 145 Ps Hatchback,Astra,7437,Otomatik,Benzinli,Önden Çekiş,48.0,1.342,143.0,0,0
1092,650000,2015,Audi,1.6 TDI Attraction S-Tronic 110 Ps Sportback,A3,147929,Otomatik,Dizel,Önden Çekiş,50.0,1.598,109.0,0,0
1093,650000,2015,Opel,1.6 CDTI Cosmo Otomatik 136 Ps SUV,Mokka,73770,Düz,Dizel,Önden Çekiş,52.0,1.598,134.0,0,0
1094,362500,2011,Kia,Ceed 1.6 CRDi Motion Otomatik,Ceed,136641,Otomatik,Dizel,Önden Çekiş,53.0,1.582,115.0,3,0
1095,300000,2014,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,225681,Düz,Dizel,,45.0,1.248,75.0,0,0
1096,320000,2016,Fiat,Doblo Combi 1.6 Multijet Safeline,Doblo,252238,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,1
1097,225000,2011,Ford,Transit Van 330 S,Transit,200000,Düz,Dizel,,80.0,2.198,100.0,3,0
1098,350000,2020,Fiat,Doblo Combi 1.6 Multijet Easy,Doblo,32250,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,0
1099,200000,2005,Fiat,Albea 1.3 Multijet Active,Albea,275000,Düz,Dizel,Önden Çekiş,48.0,1.248,70.0,2,0
1100,285000,2016,Hyundai,i10 1.0 D-CVVT Style,i10,129000,Düz,Benzinli,Önden Çekiş,40.0,998.0,65.0,1,0
1101,230000,2014,Fiat,Doblo Combi Maxi 1.3 M.jet Easy,Doblo,276000,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,12,0
1102,275000,2016,Fiat,Linea 1.3 Multijet Pop,Linea,140000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1103,237500,2013,Fiat,Linea 1.3 Multijet Pop,Linea,300293,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
1104,300000,2012,Fiat,Punto 1.3 Mjet Lounge,Punto,137804,Düz,Dizel,Önden Çekiş,45.0,1.248,75.0,3,1
1105,250000,2005,Renault,Scenic 1.6 Dynamique Otomatik,Scenic,94500,Düz,Benzinli,Önden Çekiş,60.0,1.598,115.0,12,0
1106,400000,2016,Toyota,Yaris 1.33 Fun Special,Yaris,49000,Düz,Benzinli,Önden Çekiş,42.0,1.329,99.0,2,0
1107,416000,2021,Fiat,1.6 MultiJet Trekking 120 Ps Combi,Doblo,25000,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
1108,175000,2006,Fiat,1.4 DYNAMIC,Punto,178000,Düz,Benzinli,,,,,10,0
1109,420000,2019,Peugeot,2.0 BlueHDI Uzun 122 Ps Van,Expert,45000,Düz,Dizel,,69.0,1.997,120.0,0,0
1110,478900,2019,Fiat,1.6 110 HP E-TORQ EASY,Egea,70000,Otomatik,Benzinli,,,,,0,0
1111,390000,2016,Fiat,1.6 MultiJet Safeline 105 Ps Panorama,Doblo,98771,Düz,Dizel,Önden Çekiş,60.0,1.598,103.0,1,0
1112,530000,2015,Nissan,Juke 1.5 dCi Sky Pack,Juke,75260,Düz,Dizel,Önden Çekiş,46.0,1.461,110.0,0,0
1113,275000,2008,Ford,Mondeo 1.6 Titanium,Mondeo,310563,Düz,Benzinli,Önden Çekiş,70.0,1.596,125.0,9,1
1114,235000,2010,Peugeot,207 1.4 Comfort,207,245463,Düz,Benzinli,Önden Çekiş,50.0,1.36,75.0,3,3
1115,235000,2013,Fiat,Doblo Combi 1.6 M.jet Premio,Doblo,257000,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,5,1
1116,400000,2020,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,117389,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
1117,470000,2017,Ford,1.6 TDCI Deluxe 95 Ps Kombi,Tourneo Courier,75230,Düz,Dizel,,45.0,1.56,94.0,0,1
1118,275000,2015,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,84802,Düz,Dizel,,45.0,1.248,74.0,0,0
1119,395000,2020,Fiat,1.4 16V Fire Urban Plus 95 Ps Hatchback,Egea,21237,Düz,Benzinli,Önden Çekiş,50.0,1.368,94.0,0,0
1120,250000,2018,Fiat,1.3 MultiJet 95 Ps Cargo,Doblo,190327,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
1121,235000,2004,Ford,1.4 TDCI Comfort Otomatik 68 Ps Hatchback,Fiesta,235287,Otomatik,Dizel,Önden Çekiş,45.0,1.399,67.0,0,0
1122,275000,2017,Peugeot,1.6 HDI Access 93 Ps Sedan,301,194000,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,3,2
1123,234900,2009,Fiat,Fiorino Combi 1.3 Multijet Dynamic,Fiorino,175000,Düz,Dizel,,45.0,1.248,75.0,0,0
1124,275000,2017,Peugeot,301 1.6 Hdi Access,301,162325,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,4,1
1125,185000,2017,Fiat,Fiorino Combi 1.3 Multijet Safeline,Fiorino,339000,Düz,Dizel,,45.0,1.248,75.0,1,1
1126,380000,2014,Ford,Transit Custom 2.2 TDCi 310 S Trend,Transit Custom,130000,Düz,Dizel,,80.0,2.198,125.0,0,0
1127,195000,2012,Peugeot,206+ 1.4 Envy,206+,145000,Düz,Benzinli,Önden Çekiş,50.0,1.36,75.0,12,0
1128,195000,2012,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,250000,Düz,Benzinli,,,,,3,0
1129,86000,2004,Peugeot,2.0 HDI 170 C 91 Ps Van,Partner,380000,Düz,Dizel,,,1.997,90.0,11,0
1130,285000,2017,Fiat,1.3 MultiJet Safeline ESP 75 Ps Combi,Fiorino,97000,Düz,Dizel,,45.0,1.248,74.0,0,3
