fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boyali_parca,degisen_parca
373,525000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,7550,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
374,525000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,11000,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
375,345000,2017,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,188750,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,4,2
376,452500,2019,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,109861,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
377,525000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,17650,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
378,470000,2022,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,9700,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,2,0
379,470000,2022,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,19870,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
380,235000,2017,Fiat,Fiorino Cargo 1.3 Multijet,Fiorino,232000,Düz,Dizel,,45.0,1.248,75.0,8,4
381,317000,2014,Renault,Clio 1.5 dCi Joy,Clio,214726,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,0,0
382,275000,2013,Fiat,Linea 1.3 Multijet Pop,Linea,175000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,1,0
383,390000,2016,Peugeot,301 1.6 Hdi Active,301,116550,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,0,2
384,299000,2017,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,120498,Düz,Dizel,,45.0,1.248,75.0,2,0
385,254900,2012,Renault,Symbol 1.2 16V Authentique,Symbol,216800,Düz,Benzinli,Önden Çekiş,50.0,1.149,75.0,5,0
386,515900,2012,Hyundai,ix35 1.6 GDI 4x2 Style Plus,ix35,172646,Düz,Benzinli/LPG,Önden Çekiş,55.0,1.591,135.0,2,2
387,355000,2016,Ford,Transit Courier 1.6 TDCi Delux,Transit Courier,174000,Düz,Dizel,,45.0,1.56,95.0,0,0
388,210000,2000,Peugeot,206 1.3 Xr CC,206,275900,Düz,Benzinli/LPG,,,,,7,5
389,303900,2014,Fiat,Linea 1.3 Multijet Pop,Linea,117500,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,4,0
390,393000,2011,Opel,Astra 1.4 T Cosmo,Astra,102000,Düz,Benzinli,Önden Çekiş,56.0,1.364,140.0,6,0
391,234900,2004,Hyundai,GETZ 1.3 GLS,Getz,83797,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.341,82.0,2,0
392,352000,2018,Renault,Symbol 1.5 dCi Joy,Symbol,117000,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,1,0
393,335000,2018,Renault,Symbol 1.5 dCi Joy,Symbol,145447,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,0,0
394,205900,2008,Fiat,Doblo Combi 1.3 Multijet Premio,Doblo,209538,Düz,Dizel,,60.0,1.248,75.0,0,0
395,555000,2021,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,19658,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
396,335000,2017,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,198000,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
397,639000,2022,Fiat,1.6 MultiJet Easy DCT 130 Ps Sedan,Egea,8250,Düz,Dizel,,,1.598,128.0,0,0
398,580000,2020,Renault,1.0 TCe Touch X-Tronic 100 Ps Hatchback,Clio,21266,Otomatik,Benzinli,Önden Çekiş,42.0,999.0,98.0,0,0
399,395000,2019,Renault,1.5 DCI Exclusive 90 Ps Combi,Kangoo Multix,108293,Düz,Dizel,Önden Çekiş,60.0,1.461,89.0,1,1
400,640000,2021,Dacia,1.5 BlueDCI 4x4 Comfort 115 Ps SUV,Duster,56338,Düz,Dizel,4x4,50.0,1.461,113.0,0,0
401,465000,2021,Renault,1.5 BlueDCI Touch 95 Ps Combi,Kangoo Multix,63785,Düz,Dizel,Önden Çekiş,60.0,1.461,94.0,0,0
402,410000,2020,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,70000,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,2,0
403,450000,2015,Citroen,Berlingo 1.6 HDi Selection,Berlingo,126642,Düz,Dizel,Önden Çekiş,60.0,1.56,115.0,2,0
404,275000,2012,Hyundai,i20 TROY 1.4 CVVT TEAM,i20,172294,Düz,Benzinli,Önden Çekiş,45.0,1.248,100.0,5,1
405,299000,2015,Fiat,Linea 1.3 Multijet Pop,Linea,122669,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
406,202000,2017,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,178731,Düz,Dizel,,45.0,1.248,75.0,0,3
407,210000,2013,Fiat,Fiorino Cargo Plus 1.3 Multijet,Fiorino,107175,Düz,Dizel,,45.0,1.248,75.0,0,0
408,760000,2021,Dacia,1.3 Tce Prestige 150 Ps SUV,Duster,10259,Otomatik,Benzinli,,,1.332,148.0,0,0
409,650000,2019,Hyundai,1.6 MPI Style 127 Ps Sedan,Elantra,35289,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.591,126.0,0,0
410,1299000,2020,Volkswagen,1.5 TSI ACT Elegance DSG 150 Ps SUV,Tiguan,44270,Otomatik,Benzinli,Önden Çekiş,58.0,1.498,148.0,0,0
411,595000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,42500,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,1
412,190000,2010,Hyundai,Getz 1.5 VGT 4 HY KLM ABS SR,Getz,250000,Düz,Dizel,Önden Çekiş,45.0,1.493,110.0,7,0
413,250000,2013,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,234357,Düz,Dizel,,45.0,1.248,75.0,0,0
414,150000,2002,Fiat,BRAVA 1.6 SX,Brava,265000,Düz,Benzinli/LPG,,,,,13,0
415,400000,2017,Fiat,Punto 1.4 Pop S-S,Punto,83133,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,2,0
416,315000,2017,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,153600,Düz,Dizel,,,,,1,2
417,435000,2020,Renault,Kangoo Multix 1.5 dCi Extreme,Kangoo,50137,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,2,0
418,355000,2015,Renault,Clio 1.2 16V Joy,Clio,116000,Düz,Benzinli,Önden Çekiş,45.0,1.149,75.0,0,2
419,395000,2022,Fiat,1.4 Fire Safeline 77 Ps Combi,Fiorino,13000,Düz,Benzinli,,,1.368,76.0,0,0
420,625000,2018,Fiat,1.6 MultiJet Cross Plus DCT 120 Ps Crossover,500 X,36000,Otomatik,Dizel,Önden Çekiş,48.0,1.598,118.0,0,1
421,280000,2009,Chevrolet,1.6 LS Plus Otomatik 113 Ps Sedan,Cruze,181000,Otomatik,Benzinli/LPG,Önden Çekiş,60.0,1.598,111.0,0,2
422,375000,2009,Toyota,Yaris 1.33 Terra,Yaris,61627,Otomatik,Benzinli,Önden Çekiş,42.0,1.329,101.0,0,0
423,415000,2019,Fiat,1.3 MultiJet Safeline 95 Ps Combi,Doblo,80000,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,2
424,382000,2017,Fiat,Punto 1.4 Pop S-S,Punto,74000,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,0,0
425,350000,2014,Renault,Fluence 1.5 dCi Joy EDC,Fluence,249000,Otomatik,Dizel,Önden Çekiş,60.0,1.461,110.0,0,0
426,661000,2020,Opel,1.4 Turbo Edition Plus 140 Ps Sedan,Astra,58512,Düz,Benzinli,Önden Çekiş,56.0,1.364,138.0,0,0
427,620000,2016,Opel,1.6 CDTI Sport Otomatik 136 Ps Sedan,Astra,93520,Otomatik,Dizel,Önden Çekiş,56.0,1.598,134.0,0,0
428,939000,2020,Opel,1.2 EcoTEC Enjoy Skyline Otomatik 130 Ps SUV,Grandland X,28633,Düz,Benzinli,Önden Çekiş,53.0,1.199,128.0,0,0
429,935000,2020,Opel,1.2 EcoTEC Enjoy Skyline Otomatik 130 Ps SUV,Grandland X,29364,Otomatik,Benzinli,Önden Çekiş,53.0,1.199,128.0,0,0
430,887000,2020,Opel,1.5 D EcoTEC Enjoy 130 Ps SUV,Grandland X,34751,Otomatik,Dizel,Önden Çekiş,53.0,1.499,128.0,0,0
431,668000,2018,Dacia,1.5 DCI 4x4 Prestige 110 Ps SUV,Duster,99196,Düz,Dizel,4x4,50.0,1.461,108.0,0,0
432,427000,2016,Dacia,Lodgy 1.5 dCi Laureate,Lodgy,100883,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,0,0
433,746000,2020,Citroen,1.5 BlueHDI Feel EAT6 122 Ps AirCross,C3,29610,Otomatik,Dizel,Önden Çekiş,45.0,1.499,120.0,0,0
434,379000,2014,Hyundai,1.2 MPI Style 84 Ps Hatchback,i20,108550,Düz,Benzinli,Önden Çekiş,50.0,1.248,83.0,2,4
435,460000,2019,Fiat,Egea HB 1.4 Fire 95 Hp Urban Plus,Egea,84122,Düz,Benzinli,,,,,0,0
436,600000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,40376,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,1,0
437,280000,2014,Renault,Kangoo Multix 1.5 dCi Touch,Kangoo,136004,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,0,0
438,485000,2018,Renault,1.5 DCI Touch 90 Ps Hatchback,Clio,104504,Düz,Dizel,Önden Çekiş,45.0,1.461,89.0,1,1
439,425000,2017,Fiat,1.6 MultiJet Lounge DCT 120 Ps Sedan,Egea,166653,Otomatik,Dizel,Önden Çekiş,45.0,1.598,118.0,1,1
440,400000,2022,Fiat,1.4 Eko Pop 77 Ps Combi,Fiorino,1310,Düz,Benzinli/LPG,,45.0,1.368,76.0,0,0
441,265000,2010,Dacia,Sandero 1.4 Ambiance,Sandero,101613,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.39,75.0,2,0
442,339500,2012,Ford,1.4 TDCI Titanium X 70 Ps Hatchback,Fiesta,152763,Düz,Dizel,Önden Çekiş,45.0,1.398,69.0,0,1
443,653000,2016,Opel,1.6 CDTI Excellence Otomatik 136 Ps Hatchback,Astra,181368,Otomatik,Dizel,Önden Çekiş,52.0,1.598,134.0,0,0
444,440000,2021,Fiat,1.3 MultiJet Maxi Easy 95 Ps Combi,Doblo,56782,Düz,Dizel,Önden Çekiş,60.0,1.248,94.0,0,0
445,535000,2022,Fiat,1.4 Fire 95 Hp Euro 6F S2 Benzinli Manuel Street,Yeni Egea Cross,9874,Düz,Benzinli,,,,,0,0
446,315000,2008,Opel,Astra HB 1.3 CDTI Enjoy,Astra,172471,Düz,Dizel,Önden Çekiş,52.0,1.248,90.0,3,0
447,282900,2013,Fiat,Fiorino Combi 1.3 Multijet Emotion,Fiorino,125090,Düz,Dizel,,45.0,1.248,75.0,0,3
448,229900,2012,Citroen,1.4 HDI SX Plus Vizyon 71 Ps Kombi,Nemo,129519,Düz,Dizel,,45.0,1.398,70.0,4,4
449,634000,2020,Hyundai,İ20 1.0T 100 ELITE DCT,i20,21438,Otomatik,Benzinli,,,,,0,0
450,808000,2018,Honda,1.6 i-VTEC ECO Executive Otomatik 125 Ps Sedan,Civic,52791,Otomatik,Benzinli/LPG,Önden Çekiş,47.0,1.597,123.0,0,0
451,395000,2016,Peugeot,1.2 PureTech Access 83 Ps Hatchback,208,30730,Düz,Benzinli,Önden Çekiş,50.0,1.199,82.0,0,0
452,986000,2019,Peugeot,1.5 BlueHDI Active Life Sky Pack EAT6 132 Ps Cross,3008,52777,Otomatik,Dizel,Önden Çekiş,53.0,1.499,130.0,0,0
453,1032000,2019,Peugeot,1.5 BlueHDI Allure Selection EAT6 132 Ps Crossover,3008,69235,Otomatik,Dizel,Önden Çekiş,53.0,1.499,130.0,0,0
454,981000,2019,Peugeot,1.5 BlueHDI Active Life Sky Pack EAT6 132 Ps Cross,3008,50138,Otomatik,Dizel,Önden Çekiş,53.0,1.499,130.0,0,0
455,406000,2018,Peugeot,1.6 BlueHDI Active 102 Ps Sedan,301,80634,Düz,Dizel,Önden Çekiş,50.0,1.56,100.0,0,0
456,453000,2020,Peugeot,1.5 BlueHDI Active 102 Ps Sedan,301,63351,Düz,Dizel,Önden Çekiş,50.0,1.499,100.0,0,0
457,642000,2020,Peugeot,1.5 BlueHDI Allure 132 Ps Combi,Rifter,41011,Düz,Dizel,Önden Çekiş,50.0,1.499,130.0,0,0
458,545000,2022,Fiat,1.4 FİRE 95 CROSS STREET,Egea,11100,Düz,Benzinli,,,,,0,0
459,395000,2019,Renault,0.9 TCe Joy 90 Ps Hatchback,Clio,22727,Düz,Benzinli,Önden Çekiş,45.0,898.0,89.0,0,0
460,242000,2011,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,321000,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,0,0
461,225000,2011,Renault,Symbol 1.5 dCi Expression,Symbol,259838,Düz,Dizel,Önden Çekiş,50.0,1.461,65.0,2,3
462,680000,2021,Fiat,EGEA SW Lounge Plus 1.6 M.Jet 120 HP DCT,Egea,37000,Düz,Dizel,,,,,0,0
463,680000,2021,Fiat,EGEA SW Lounge Plus 1.6 M.Jet 120 HP DCT,Egea,33080,Düz,Dizel,,,,,0,0
464,765000,2020,Renault,1.5 Blue DCI Icon EDC 115 Ps Sedan,Megane,99700,Otomatik,Dizel,Önden Çekiş,49.0,1.461,113.0,0,0
465,765000,2020,Renault,1.5 Blue DCI Icon EDC 115 Ps Sedan,Megane,87000,Otomatik,Dizel,Önden Çekiş,49.0,1.461,113.0,2,0
466,440000,2019,Ford,1.5 TDCI Deluxe 95 Ps Kombi,Tourneo Courier,90290,Düz,Dizel,,45.0,1.499,94.0,0,0
467,1052000,2020,Citroen,1.5 BlueHDI Shine EAT8 130 Ps SUV,C5,44461,Otomatik,Dizel,Önden Çekiş,53.0,1.499,128.0,0,0
468,966000,2020,Citroen,1.5 BlueHDI Feel EAT6 130 Ps SUV,C5,36046,Otomatik,Dizel,Önden Çekiş,53.0,1.499,128.0,0,0
469,998000,2020,Citroen,1.5 BlueHDI Feel Adventure EAT6 130 Ps SUV,C5,38506,Otomatik,Dizel,Önden Çekiş,53.0,1.499,128.0,0,0
470,1091000,2020,Citroen,1.5 BlueHDI Shine EAT8 130 Ps SUV,C5,57530,Otomatik,Dizel,Önden Çekiş,53.0,1.499,128.0,0,0
471,452000,2016,Citroen,1.6 BlueHDI Shine 102 Ps Hatchback,C3,134169,Düz,Dizel,Önden Çekiş,42.0,1.56,100.0,0,0
472,540000,2021,Fiat,CROSS 1.4 FİRE URBAN,Egea,7243,Düz,Benzinli,,,,,0,0
473,215000,2006,Opel,1.2 Twinport Essentia Easytronic 80 Ps Hatchback,Corsa,234234,Otomatik,Benzinli,Önden Çekiş,44.0,1.229,79.0,6,2
474,370000,2017,Fiat,1.3 Ecojet Premio Plus,Doblo,98229,Düz,Dizel,,,,,1,1
475,315000,2017,Fiat,1.3 MultiJet Premio ESP 95 Ps Combi,Fiorino,80000,Düz,Dizel,,45.0,1.248,94.0,0,0
476,235000,2010,Fiat,Doblo Combi 1.3 Multijet Active,Doblo,217439,Düz,Dizel,,60.0,1.248,75.0,2,1
477,240000,2014,Fiat,Fiorino Combi 1.3 Multijet Pop,Fiorino,224798,Düz,Dizel,,45.0,1.248,75.0,1,0
478,280000,2011,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,142000,Düz,Dizel,,,,,6,0
479,200000,2007,Renault,Symbol 1.4 8V Authentique,Symbol,90289,Düz,Benzinli/LPG,Önden Çekiş,50.0,1.39,75.0,3,5
480,350000,2011,Fiat,Doblo Combi 1.3 Multijet Premio,Doblo,200194,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,0,0
481,350000,2011,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,164000,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,3,0
482,410000,2012,Kia,Sportage 1.6 GSL Plus,Sportage,190000,Düz,Benzinli,Önden Çekiş,58.0,1.591,135.0,0,2
483,450000,2015,Ford,Transit Custom 2.2 TDCi 310 S Delux,Transit Custom,165100,Düz,Dizel,,80.0,2.198,155.0,0,0
484,189950,2008,Chevrolet,Aveo 1.2 SE,Aveo,296000,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.15,72.0,2,2
485,290900,2013,Lancia,Ypsilon 0.9 TwinAir Start-Stop Gold Otomatik,Ypsilon,156880,Otomatik,Benzinli,Önden Çekiş,40.0,875.0,85.0,3,0
486,375000,2011,Citroen,C3 Picasso 1.6 HDi SX,C3 Picasso,155620,Düz,Dizel,Önden Çekiş,50.0,1.56,90.0,2,0
487,285000,2015,Fiat,Linea 1.3 Multijet Actual Plus GSR,Linea,162000,Düz,Benzinli,Önden Çekiş,45.0,1.248,95.0,0,0
488,310000,2011,Ford,Fiesta 1.4 TDCi Titanium,Fiesta,171000,Düz,Dizel,Önden Çekiş,45.0,1.398,68.0,6,0
489,299900,2017,Fiat,1.3 MultiJet Easy ESP 90 Ps Combi,Doblo,179147,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,4,0
490,560000,2018,Opel,1.4 Enjoy Otomatik 90 Ps Hatchback,Corsa,33200,Otomatik,Benzinli,Önden Çekiş,45.0,1.398,89.0,0,0
491,400000,2019,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,53000,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.368,94.0,0,0
492,140000,2000,Renault,Clio 1.4 RNA,Clio,308247,Düz,Benzinli/LPG,,,,,12,1
493,285000,2009,Opel,Astra Sedan 1.3 CDTI Enjoy Elegance,Astra,293306,Düz,Dizel,Önden Çekiş,52.0,1.248,90.0,0,0
494,320000,2016,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,150000,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,7,3
495,320000,2016,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,150000,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,7,3
496,325900,2017,Fiat,1.6 MultiJet Safeline ESP 105 Ps Combi,Doblo,137838,Düz,Dizel,Önden Çekiş,60.0,1.598,103.0,3,0
497,420000,2017,Ford,1.5 TDCI SWB Deluxe 100 Ps Kombi,Tourneo Connect,183399,Düz,Dizel,Önden Çekiş,60.0,1.498,99.0,1,0
498,555000,2022,Fiat,1.4 Fire 95 Hp Euro 6F S2 Benzinli Manuel Street,Yeni Egea Cross,9937,Düz,Benzinli,,,,,0,0
499,555000,2022,Fiat,1.4 Fire 95 Hp Euro 6F S2 Benzinli Manuel Street,Yeni Egea Cross,10163,Düz,Benzinli,,,,,0,0
500,520000,2020,Fiat,1.6 MultiJet 20.Yıl Ozel Seri 120 Ps Combi,Doblo,64271,Düz,Benzinli,Önden Çekiş,60.0,1.598,118.0,0,0
501,700000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,49271,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,4,0
502,635000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,47178,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
503,700000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,35705,Düz,Dizel,Önden Çekiş,41.0,1.499,130.0,4,0
504,660000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,54777,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
505,660000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,47251,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
506,660000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,47635,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
507,640000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,33752,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
508,658000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,34254,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
509,658000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,44404,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
510,658000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,35075,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
511,505000,2022,Fiat,STREET 1.4 Fire 95 HP,Yeni Egea Hatcback,11439,Düz,Benzinli,,,,,0,0
512,505000,2022,Fiat,STREET 1.4 Fire 95 HP,Yeni Egea Hatcback,3408,Düz,Benzinli,,,,,0,0
513,550000,2022,Fiat,STREET 1.4 Fire 95 HP,Yeni Egea Hatcback,7279,Düz,Benzinli,,,,,0,0
514,699999,2022,Fiat,1.6 MultiJet Urban 130 Ps Sedan,Egea,14358,Otomatik,Dizel,,,1.598,128.0,1,1
515,220000,2000,Volkswagen,1.6 101 Hp Comfortline Benzin Manuel,Bora,263620,Düz,Benzinli/LPG,,,,,5,0
516,225000,2005,Opel,Astra Wagon 1.6 Elegance,Astra,264386,Düz,Benzinli/LPG,Önden Çekiş,52.0,1.598,105.0,6,0
517,500000,2022,Fiat,URBAN 1.4 Fire 95 HP,Yeni Egea Sedan,11581,Düz,Benzinli,,,,,0,0
518,225000,2013,Fiat,My Fiorino Combimix 1.4 Fire,Fiorino,269494,Düz,Benzinli,,45.0,1.36,73.0,0,0
519,700000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,42857,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,0,0
520,675000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,42766,Düz,Benzinli,Önden Çekiş,41.0,1.499,130.0,0,0
521,658000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,41803,Düz,Benzinli,Önden Çekiş,41.0,1.499,130.0,0,0
522,649000,2021,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,18540,Otomatik,Dizel,Önden Çekiş,41.0,1.499,130.0,1,0
523,370000,2014,Opel,Corsa 1.3 CDTI Enjoy Start-Stop,Corsa,92176,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,2,0
524,560000,2022,Fiat,STREET 1.4 Fire 95 HP,Yeni Egea Hatcback,7487,Düz,Benzinli,,,,,0,0
525,600000,2022,Fiat,STREET 1.4 Fire 95 HP,Yeni Egea Hatcback,9524,Düz,Benzinli,,,,,0,0
526,400000,2013,Seat,Toledo 1.4 TSI Style DSG,Toledo,107625,Düz,Benzinli,Önden Çekiş,55.0,1.39,122.0,0,0
527,575000,2020,Renault,1.0 TCe Icon 100 Ps Hatchback,Clio,35030,Otomatik,Benzinli,Önden Çekiş,42.0,999.0,98.0,0,2
528,259900,2014,Renault,Kangoo Express Maxi Combi 1.5 dCi,Kangoo,355000,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,2,0
529,310000,2015,Renault,Kangoo Multix 1.5 dCi Joy,Kangoo,292875,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,0,0
530,350000,2018,Renault,Kangoo Multix 1.5 dCi Joy,Kangoo,179000,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,0,1
531,325000,2017,Renault,1.5 dCi Touch 90 Ps Kombi,Kangoo,225152,Düz,Dizel,Önden Çekiş,60.0,1.461,89.0,2,2
532,375000,2017,Renault,1.5 dCi Touch 90 Ps Kombi,Kangoo,167035,Düz,Dizel,Önden Çekiş,60.0,1.461,89.0,0,0
533,355000,2017,Renault,1.5 dCi Touch 90 Ps Kombi,Kangoo,186015,Düz,Dizel,Önden Çekiş,60.0,1.461,89.0,0,0
534,360000,2015,Skoda,1.2 TSI GreenTec Ambition 90 Ps Hatchback,Fabia,75559,Düz,Benzinli,Önden Çekiş,45.0,1.197,89.0,0,0
535,360000,2017,Fiat,1.3 MultiJet Premio Plus Gri-Black 90 Ps Combi,Doblo,102628,Düz,Benzinli,Önden Çekiş,60.0,1.248,89.0,4,1
536,345000,2015,Fiat,1.3 MultiJet Urban 95 Ps Sedan,Egea,158448,Düz,Benzinli,Önden Çekiş,45.0,1.248,94.0,0,0
537,300000,2004,Opel,Meriva 1.6 16V Cosmo,Meriva,167391,Düz,Benzinli,Önden Çekiş,53.0,1.598,100.0,1,3
538,500000,2012,Renault,Megane Sport Tourer 1.5 dCi Privilege,Megane,167625,Düz,Dizel,Önden Çekiş,60.0,1.461,110.0,3,2
539,325900,2013,Chevrolet,"Aveo 1.3 D LS (2013,5)",Aveo,130628,Düz,Dizel,Önden Çekiş,46.0,1.248,75.0,1,1
540,205000,2009,Fiat,Bravo 1.6 Mjet Emotion,Bravo,285030,Düz,Dizel,Önden Çekiş,58.0,1.598,120.0,3,0
541,495000,2015,Nissan,Juke 1.5 dCi Sky Pack,Juke,151411,Düz,Dizel,Önden Çekiş,46.0,1.461,110.0,0,0
542,250000,1999,Fiat,Siena 1.4 RT EL,Siena,139257,Düz,Benzinli,,,,,6,2
543,430000,2018,Fiat,Doblo 1.6 M. Jet trekking 105 hp manuel,Doblo,96873,Düz,Dizel,,,,,0,0
544,325000,2018,Renault,Kangoo Multix 1.5 dCi Touch,Kangoo,172373,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,0,0
545,238000,2015,Renault,Kangoo Multix 1.5 dCi Touch,Kangoo,349938,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,6,1
546,542000,2022,Fiat,Egea Hb 1.4 Easy Plus Fire 95 Hp,Egea,9107,Düz,Benzinli,,,,,0,0
547,542000,2022,Fiat,Egea Hb 1.4 Easy Plus Fire 95 Hp,Egea,14333,Düz,Benzinli,,,,,0,0
548,543000,2022,Fiat,Egea Hb 1.4 Easy Plus Fire 95 Hp,Egea,7353,Düz,Benzinli,,,,,0,0
549,542000,2022,Fiat,Egea Hb 1.4 Easy Plus Fire 95 Hp,Egea,9887,Düz,Benzinli,,,,,0,0
550,450000,2017,Toyota,1.33 Life 99 Ps Sedan,Corolla,44000,Düz,Benzinli/LPG,Önden Çekiş,55.0,1.329,98.0,0,0
551,370000,2015,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,196427,Düz,Dizel,,45.0,1.248,74.0,4,2
552,455000,2021,Fiat,1.3 MultiJet Premio 95 Ps Combi,Fiorino,5688,Düz,Dizel,,45.0,1.248,94.0,0,0
553,315000,2017,Fiat,1.3 MultiJet Safeline ESP 90 Ps Combi,Doblo,110000,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,1,0
554,330000,2017,Renault,1.5 DCI Joy 75 Ps Hatchback,Clio,138731,Düz,Benzinli,Önden Çekiş,45.0,1.461,74.0,0,0
555,359500,2017,Ford,1.5 TDCI Titanium X 75 Ps Hatchback,Fiesta,296541,Düz,Dizel,Önden Çekiş,42.0,1.498,74.0,0,0
556,372000,2020,Fiat,Doblo Combi 1.6 Multijet Easy,Doblo,88000,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,1,1
557,190000,2000,Fiat,Siena 1.4 EL,Siena,138783,Düz,Benzinli,,,,,2,0
