,fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boya_degisen,boyali_parca,degisen_parca
1806,438750,2015.0,Renault,Fluence,1.5 dCi Touch,139.154,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,"1 değişen, 2 boyalı",2,1
1807,522000,2018.0,Renault,Clio,1.5 dCi Touch,70.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1461.0,90.0,1 boyalı,1,0
1808,465000,2015.0,Renault,Fluence,1.5 dCi Touch,80.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1809,252000,2013.0,Renault,Symbol,1.5 dCi Joy,239.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,75.0,5 boyalı,5,0
1810,275000,2013.0,Renault,Symbol,1.5 dCi Joy,65.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,"2 değişen, 2 boyalı",2,2
1811,395000,2011.0,Renault,Megane,1.5 dCi Dynamique,153.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,,0,0
1812,126250,1998.0,Fiat,Uno,1.4 ie SX,260.0,Düz,LPG & Benzin,Önden Çekiş,,1372.0,71.0,,0,0
1813,383000,2013.0,Hyundai,i20,1.4 CVVT Jump,101.0,Otomatik,Benzin,Önden Çekiş,45.0,1396.0,100.0,"3 değişen, 3 boyalı",3,3
1814,287000,2011.0,Hyundai,i20,1.4 CRDi Team,224.0,Düz,Dizel,Önden Çekiş,45.0,1396.0,75.0,,0,0
1815,199000,2009.0,Opel,Corsa,1.2 Twinport Essentia,177.5,Düz,LPG & Benzin,Önden Çekiş,45.0,1229.0,80.0,3 boyalı,3,0
1816,885000,2011.0,BMW,5 Serisi,520d M Sport,307.5,Otomatik,Dizel,Arkadan İtiş,70.0,1995.0,184.0,,0,0
1817,63000,,Tofaş,Serçe,1993,,LPG & Benzin,Sedan,44 lt,,,,,0,0
1818,349500,2009.0,Toyota,Corolla,1.4 D-4D Elegant,221.5,Düz,Dizel,Önden Çekiş,55.0,1364.0,90.0,"1 değişen, 2 boyalı",2,1
1819,155000,1996.0,Opel,Vectra,2.0 GT,418.5,Düz,LPG & Benzin,Önden Çekiş,,1997.0,136.0,,0,0
1820,900000,2017.0,Audi,A3,A3 Sportback 1.0 TFSI Sport Line,72.0,Yarı Otomatik,Benzin,Önden Çekiş,50.0,999.0,116.0,,0,0
1821,225000,2006.0,Hyundai,Accent,1.3 Admire,169.5,Düz,LPG & Benzin,Önden Çekiş,45.0,1341.0,86.0,,0,0
1822,605000,2020.0,Toyota,Corolla,1.6 Vision,80.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1598.0,132.0,,0,0
1823,610000,2017.0,Ford,Focus,1.5 TDCi Trend X,128.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1499.0,120.0,,0,0
1824,549000,2021.0,Fiat,Egea,1.3 Multijet Easy Plus,20.0,Düz,Dizel,Önden Çekiş,50.0,1248.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1825,285000,2017.0,Renault,Symbol,1.0 Touch,90.0,Düz,Benzin,Önden Çekiş,50.0,998.0,75.0,,0,0
1826,245000,2003.0,Peugeot,206,1.6 XS,217.0,Düz,Benzin,Önden Çekiş,50.0,1587.0,110.0,,0,0
1827,700000,2017.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,168.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,,0,0
1828,92900,1998.0,Peugeot,306,1.8 XT,313.6,Düz,Benzin,Önden Çekiş,,1762.0,102.0,,0,0
1829,458000,2020.0,Fiat,Egea,1.3 Multijet Easy,95.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1830,205000,2006.0,Volkswagen,Polo,1.4 Trendline,275.0,Düz,Benzin,Önden Çekiş,45.0,1390.0,80.0,,0,0
1831,447000,2020.0,Fiat,Egea,1.4 Fire Easy,21.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,,0,0
1832,410000,2014.0,Opel,Corsa,1.4 Twinport Active,130.0,Otomatik,LPG & Benzin,Önden Çekiş,45.0,1364.0,100.0,5 boyalı,5,0
1833,215500,2006.0,Renault,Clio,1.4 Alize,180.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1390.0,98.0,2 boyalı,2,0
1834,195000,2009.0,Fiat,Punto,Grande 1.3 Multijet Active,304.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,6 boyalı,6,0
1835,324000,2015.0,Citroen,C-Elysee,1.6 HDi Exclusive,208.0,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,1 boyalı,1,0
1836,372000,2014.0,Fiat,Linea,1.4 Fire Easy,30.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,77.0,,0,0
1837,252000,2005.0,Renault,Megane,1.5 dCi Dynamique,255.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,86.0,"1 değişen, 11 boyalı",11,1
1838,315000,2008.0,Volkswagen,Polo,1.4 Trendline,123.0,Otomatik,Benzin,Önden Çekiş,45.0,1390.0,80.0,1 değişen,0,1
1839,524950,2012.0,Audi,A3,A3 Sportback 1.6 TDI Attraction,193.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,,0,0
1840,455000,2009.0,Volkswagen,Passat,1.4 TSi Trendline,154.0,Otomatik,LPG & Benzin,Önden Çekiş,70.0,1390.0,122.0,"1 değişen, 4 boyalı",4,1
1841,295000,2013.0,Opel,Corsa,1.3 CDTI Essentia,188.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,1 değişen,0,1
1842,171000,2000.0,Skoda,Felicia,1.3 GLXi,61.0,Düz,Benzin,Önden Çekiş,42.0,1289.0,68.0,10 boyalı,10,0
1843,517900,2012.0,Honda,Civic,1.6 i-VTEC Elegance,125.0,Otomatik,Benzin,Önden Çekiş,50.0,1595.0,125.0,"1 değişen, 7 boyalı",7,1
1844,255000,2007.0,Peugeot,207,1.4 HDi Trendy,220.0,Düz,Dizel,Önden Çekiş,50.0,1398.0,71.0,,0,0
1845,265000,2014.0,Hyundai,i20,1.2 D-CVVT Sense,138.0,Düz,Benzin,Önden Çekiş,45.0,1248.0,85.0,"1 değişen, 1 boyalı",1,1
1846,580000,2021.0,Peugeot,208,1.5 BlueHDi Active,25.352,Otomatik,Dizel,Önden Çekiş,41.0,1499.0,132.0,"2 değişen, 2 boyalı",2,2
1847,1319950,2018.0,Volkswagen,Passat,1.6 TDi BlueMotion Highline,47.3,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1848,164500,2000.0,Opel,Astra,1.6,276.0,Düz,LPG & Benzin,Önden Çekiş,52.0,1598.0,100.0,,0,0
1849,464750,2019.0,Fiat,Egea,1.6 Multijet Easy,147.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1850,624750,2018.0,Renault,Megane,1.5 dCi Icon,158.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,2 boyalı,2,0
1851,454750,2019.0,Renault,Clio,1.5 dCi SportTourer Touch,146.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1461.0,90.0,,0,0
1852,1119000,2021.0,Volkswagen,Passat,1.5 TSi Business,63.203,Yarı Otomatik,Benzin,Önden Çekiş,66.0,1498.0,150.0,,0,0
1853,380000,2016.0,Fiat,Egea,1.3 Multijet Easy,127.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,"2 değişen, 3 boyalı",3,2
1854,340000,2013.0,Renault,Clio,1.5 dCi Touch,220.0,Düz,Dizel,Önden Çekiş,45.0,1461.0,90.0,2 boyalı,2,0
1855,619750,2018.0,Seat,Leon,1.6 TDI Style,127.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,115.0,5 boyalı,5,0
1856,614750,2018.0,Seat,Leon,1.6 TDI Style,160.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,115.0,1 boyalı,1,0
1857,389750,2019.0,Peugeot,301,1.5 BlueHDI Active,131.0,Düz,Dizel,Önden Çekiş,50.0,1499.0,102.0,"1 değişen, 1 boyalı",1,1
1858,764750,2017.0,Volkswagen,Passat,1.6 TDi BlueMotion Impression,104.0,Yarı Otomatik,Dizel,Önden Çekiş,59.0,1598.0,120.0,,0,0
1859,315000,2012.0,Opel,Corsa,1.4 Twinport Enjoy 111,94.0,Düz,Benzin,Önden Çekiş,45.0,1364.0,100.0,4 boyalı,4,0
1860,115000,1995.0,Ford,Escort,1.6 CLX,241.539,Düz,LPG & Benzin,Önden Çekiş,,1597.0,90.0,,0,0
1861,272000,2014.0,Peugeot,301,1.6 HDi Active,251.0,Düz,Dizel,Önden Çekiş,50.0,1560.0,93.0,"2 değişen, 2 boyalı",2,2
1862,217500,2008.0,Renault,Clio,1.5 dCi Authentique,291.5,Düz,Dizel,Önden Çekiş,55.0,1461.0,65.0,5 boyalı,5,0
1863,250000,2007.0,Peugeot,207,1.4 HDi Trendy,253.3,Düz,Dizel,Önden Çekiş,50.0,1398.0,71.0,"2 değişen, 1 boyalı",1,2
1864,960000,2016.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,127.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1865,215000,2011.0,Peugeot,206+,1.4 HDi Comfort,228.3,Düz,Dizel,Önden Çekiş,50.0,1398.0,71.0,,0,0
1866,162000,1998.0,Renault,Megane,1.6 RTE,281.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,90.0,1 değişen,0,1
1867,255000,2004.0,Renault,Megane,1.6 Dynamique,268.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,115.0,3 boyalı,3,0
1868,306500,2012.0,Toyota,Corolla,1.4 D-4D Elegant,304.067,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1364.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1869,320000,2005.0,Ford,C-Max,1.6 TDCi Ghia,249.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,110.0,,0,0
1870,280000,2014.0,Fiat,Punto,1.3 Multijet Popstar,151.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,"2 değişen, 4 boyalı",4,2
1871,245000,2010.0,Fiat,Albea,Sole 1.3 Multijet Premio,215.0,Düz,Dizel,Önden Çekiş,48.0,1248.0,70.0,2 boyalı,2,0
1872,5950000,2022.0,Mercedes - Benz,EQS,580 Heritage Edition,12.5,Otomatik,Elektrik,4WD (Sürekli),,,523.0,,0,0
1873,1050000,2016.0,Mercedes - Benz,C,C 200 d BlueTEC Style,70.0,Otomatik,Dizel,Arkadan İtiş,41.0,1598.0,136.0,3 boyalı,3,0
1874,895000,2019.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,103.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,,0,0
1875,580000,2015.0,Ford,Focus,1.5 TDCi Style,74.5,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1499.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1876,62500,,Tofaş,Serçe,1992,,LPG & Benzin,Sedan,44 lt,,,,,0,0
1877,258000,2013.0,Fiat,Linea,1.3 Multijet Pop,190.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,"1 değişen, 5 boyalı",5,1
1878,436750,2019.0,Fiat,Egea,1.3 Multijet Easy,80.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,,0,0
1879,202000,2000.0,Volkswagen,Bora,1.6 Comfortline,320.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1595.0,101.0,"2 değişen, 8 boyalı",8,2
1880,348000,2013.0,Hyundai,Accent Blue,1.6 CRDI Mode Plus,205.0,Düz,Dizel,Önden Çekiş,43.0,1582.0,128.0,2 boyalı,2,0
1881,1050000,2018.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,59.126,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,3 boyalı,3,0
1882,437500,2017.0,Seat,Leon,1.6 TDI Sport Tourer Style,233.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,115.0,3 boyalı,3,0
1883,220000,1999.0,Volkswagen,Passat,1.8 T Comfortline,415.0,Düz,LPG & Benzin,Önden Çekiş,62.0,1781.0,150.0,,0,0
1884,165000,2000.0,Renault,Clio,1.4,327.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1390.0,98.0,,0,0
1885,220000,2007.0,Ford,Focus,1.6 TDCi Trend,213.0,Otomatik,Dizel,Önden Çekiş,55.0,1560.0,110.0,"2 değişen, 3 boyalı",3,2
1886,270000,2004.0,Audi,A4,A4 Sedan 1.6,260.0,Düz,LPG & Benzin,Önden Çekiş,70.0,1595.0,102.0,"1 değişen, 2 boyalı",2,1
1887,264500,2014.0,Fiat,Linea,1.3 Multijet Active Plus,185.659,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1888,650000,2016.0,Volkswagen,Jetta,1.2 TSi BlueMotion Trendline,74.0,Yarı Otomatik,Benzin,Önden Çekiş,55.0,1197.0,105.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1889,350000,2015.0,Citroen,C-Elysee,1.6 HDi Confort,207.0,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,1 boyalı,1,0
1890,307000,2007.0,Volkswagen,Jetta,1.6 Comfortline,283.0,Otomatik,LPG & Benzin,Önden Çekiş,55.0,1595.0,102.0,"2 değişen, 8 boyalı",8,2
1891,360990,2013.0,Renault,Fluence,1.5 dCi Joy,242.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1461.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1892,1100000,2018.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,27.01,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,,0,0
1893,410000,2017.0,Hyundai,Accent Blue,1.6 CRDI Mode Plus,222.0,Yarı Otomatik,Dizel,Önden Çekiş,43.0,1582.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1894,143000,1999.0,Volkswagen,Polo,1.6 Classic,243.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1598.0,75.0,,0,0
1895,419500,2018.0,Citroen,C-Elysee,1.6 BlueHDi Live,63.0,Düz,Dizel,Önden Çekiş,50.0,1560.0,100.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1896,1023000,2019.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,90.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,,0,0
1897,75000,1992.0,Tofaş,Şahin,1.4,180.0,Düz,LPG & Benzin,Arkadan İtiş,52.0,1372.0,71.0,,0,0
1898,255000,2006.0,Hyundai,Accent Era,1.5 CRDi-VGT Select,247.5,Düz,Dizel,,,,,,0,0
1899,1100000,2019.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,9.57,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,,0,0
1900,225000,2004.0,Renault,Clio,1.2 Authentique,207.0,Düz,Benzin,Önden Çekiş,55.0,1149.0,75.0,,0,0
1901,250000,2012.0,Hyundai,i20,1.2 D-CVVT Jump,177.5,Düz,LPG & Benzin,Önden Çekiş,45.0,1248.0,85.0,,0,0
1902,358000,2016.0,Renault,Clio,1.5 dCi Joy,129.35,Düz,Dizel,Önden Çekiş,45.0,1461.0,75.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1903,235000,2013.0,Fiat,Linea,1.3 Multijet Active Plus,216.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,1 değişen,0,1
1904,706500,2014.0,BMW,2 Serisi,218i Active Tourer Sport Line,103.0,Otomatik,Benzin,Önden Çekiş,51.0,1499.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1905,86000,1993.0,Tofaş,Şahin,1.6,300.0,Düz,LPG & Benzin,52 lt,,1581.0,,,0,0
1906,215000,2007.0,Opel,Meriva,1.3 CDTI Enjoy,351.0,Düz,Dizel,Önden Çekiş,53.0,1248.0,75.0,,0,0
1907,350000,2009.0,Toyota,Corolla,1.4 D-4D Elegant,300.0,Düz,Dizel,Önden Çekiş,55.0,1365.0,90.0,,0,0
1908,270000,2011.0,Dacia,Logan,1.5 dCi MCV Ambiance,138.0,Düz,Dizel,Önden Çekiş,50.0,1461.0,70.0,3 değişen,0,3
1909,420000,2012.0,Ford,Focus,1.6 TDCi Titanium X,179.0,Düz,Dizel,Önden Çekiş,53.0,1560.0,115.0,"1 değişen, 3 boyalı",3,1
1910,795000,2020.0,Volkswagen,Polo,1.6 TDi Comfortline,20.0,Yarı Otomatik,Dizel,Önden Çekiş,40.0,1598.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1911,278000,2005.0,Volkswagen,Golf,1.6 FSi Comfortline,250.022,Düz,Benzin,Önden Çekiş,55.0,1598.0,115.0,,0,0
1912,135000,2001.0,Renault,Megane,1.6 Coupe Privilege,250.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,107.0,11 boyalı,11,0
1913,259000,2009.0,Renault,Megane,1.6 Coupe Dynamique,220.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,110.0,,0,0
1914,462900,2011.0,Honda,Civic,1.6 i-VTEC Elegance,132.0,Düz,Benzin,Önden Çekiş,50.0,1595.0,125.0,,0,0
1915,280000,2004.0,Seat,Toledo,1.6 Signo Plus,193.37,Düz,Benzin,Önden Çekiş,55.0,1598.0,105.0,1 boyalı,1,0
1916,280000,2011.0,Fiat,Linea,1.3 Multijet VIA,290.685,Düz,Dizel,Önden Çekiş,45.0,1248.0,90.0,4 boyalı,4,0
1917,66000,1995.0,Tofaş,Şahin,S,100.0,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,80.0,,0,0
1918,285000,2006.0,Toyota,Corolla,1.4 D-4D Sol,269.0,Düz,Dizel,Önden Çekiş,55.0,1364.0,90.0,"1 değişen, 3 boyalı",3,1
1919,385990,2011.0,Ford,Focus,1.6 TDCi Trend X,167.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1920,395000,2008.0,Volkswagen,Passat,1.6 FSi Comfortline,202.0,Otomatik,Benzin,Önden Çekiş,70.0,1598.0,115.0,12 boyalı,12,0
1921,435000,2016.0,Fiat,Egea,1.4 Fire Urban,70.5,Düz,LPG & Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1922,70000,1986.0,Renault,R 12,TX,200.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
1923,135000,1996.0,Toyota,Corolla,1.3 XE,383.0,Düz,LPG & Benzin,Önden Çekiş,,1332.0,88.0,,0,0
1924,1670000,2018.0,Audi,A5,A5 Sportback 1.4 TFSI,75.35,Yarı Otomatik,Benzin,Önden Çekiş,54.0,1395.0,150.0,,0,0
1925,250000,2006.0,Renault,Megane,1.5 dCi Dynamique,230.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,106.0,1 değişen,0,1
1926,640000,2015.0,Opel,Insignia,1.6 CDTI Cosmo,164.0,Otomatik,Dizel,Önden Çekiş,70.0,1598.0,136.0,1 boyalı,1,0
1927,520000,2017.0,Renault,Megane,1.5 dCi Touch,200.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1928,520000,2020.0,Nissan,Micra,1.0 IG-T Platinum Premium,13.0,Otomatik,Benzin,Önden Çekiş,41.0,999.0,92.0,,0,0
1929,325000,2010.0,Citroen,C5,1.6 HDi SX,242.0,Düz,Dizel,Önden Çekiş,71.0,1560.0,111.0,1 boyalı,1,0
1930,265000,2007.0,Opel,Corsa,1.2 Enjoy,143.0,Düz,Benzin,Önden Çekiş,45.0,1229.0,80.0,,0,0
1931,555000,2017.0,Renault,Megane,1.5 dCi Touch,130.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,,0,0
1932,635000,2018.0,Opel,Astra,1.6 CDTI Design,59.75,Otomatik,Dizel,Önden Çekiş,56.0,1598.0,136.0,1 boyalı,1,0
1933,99999,2006.0,Tata,Indigo,1.4 TDI Comfort,324.0,Düz,Dizel,-,,,,,0,0
1934,110000,1997.0,Peugeot,106,XR,223.0,Düz,LPG & Benzin,Önden Çekiş,,1124.0,61.0,,0,0
1935,585000,2014.0,Skoda,Octavia,1.6 TDI Optimal,117.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,105.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1936,380000,2014.0,Renault,Fluence,1.5 dCi Touch,140.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,90.0,,0,0
1937,107000,1993.0,Opel,Vectra,2.0 GT,250.1,Düz,LPG & Benzin,Önden Çekiş,,1998.0,150.0,,0,0
1938,125000,2000.0,Hyundai,Accent,1.3 LS,236.5,Düz,LPG & Benzin,Önden Çekiş,,1341.0,75.0,,0,0
1939,185000,2006.0,Renault,Clio,1.4 Alize,88.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1390.0,98.0,"1 değişen, 4 boyalı",4,1
1940,134750,2006.0,Fiat,Albea,1.3 Multijet Dynamic,193.0,Düz,Dizel,Önden Çekiş,48.0,1248.0,70.0,,0,0
1941,255000,2003.0,Volkswagen,Bora,1.6 Pacific,291.0,Otomatik,LPG & Benzin,Önden Çekiş,55.0,1595.0,102.0,,0,0
1942,789900,2017.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,50.0,Düz,Benzin,Önden Çekiş,66.0,1395.0,150.0,,0,0
1943,480000,2011.0,Honda,Civic,1.6 i-VTEC Premium,130.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,,0,0
1944,326000,2008.0,Toyota,Auris,1.4 D-4D Comfort,167.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1364.0,90.0,12 boyalı,12,0
1945,280000,2011.0,Peugeot,206+,1.4 Comfort,114.1,Düz,Benzin,Önden Çekiş,50.0,1360.0,76.0,,0,0
1946,150000,2004.0,Peugeot,206,1.4 XR,310.797,Düz,Dizel,,,,,,0,0
1947,440000,2020.0,Fiat,Egea,1.3 Multijet Easy,54.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,,0,0
1948,220000,2007.0,Toyota,Corolla,1.4 D-4D Terra,335.0,Düz,Dizel,Önden Çekiş,55.0,1364.0,90.0,"1 değişen, 8 boyalı",8,1
1949,275000,2012.0,Fiat,Linea,1.3 Multijet Active Plus,106.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,,0,0
1950,685000,2017.0,Mazda,3,1.5 SkyActive-D Power Sense,98.0,Otomatik,Dizel,Önden Çekiş,51.0,1499.0,105.0,2 boyalı,2,0
1951,247500,2004.0,Renault,Megane,1.6 Dynamique,665.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,115.0,12 boyalı,12,0
1952,615000,2022.0,Fiat,Egea,1.6 Multijet Easy,6.3,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,130.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1953,825000,2015.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,830.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1954,448750,2019.0,Fiat,Egea,1.4 Fire Urban Plus,41.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1368.0,95.0,1 değişen,0,1
1955,930000,2021.0,Honda,Civic,1.5 i-VTEC Eco Elegance,13.5,Otomatik,LPG & Benzin,Önden Çekiş,47.0,1498.0,129.0,2 değişen,0,2
1956,360000,2015.0,Opel,Astra,1.6 Edition,114.0,Düz,LPG & Benzin,Önden Çekiş,56.0,1598.0,115.0,,0,0
1957,379500,2019.0,Renault,Symbol,0.9 TCe Joy,85.23,Düz,Benzin,Önden Çekiş,50.0,898.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1958,75000,1984.0,Renault,R 5,1.0 C,250.0,Düz,LPG & Benzin,Önden Çekiş,,956.0,41.0,,0,0
1959,297000,2008.0,Honda,Jazz,1.4 LS Sport,197.0,Otomatik,Benzin,Önden Çekiş,42.0,1339.0,83.0,"2 değişen, 3 boyalı",3,2
1960,307000,2013.0,Renault,Fluence,1.5 dCi Joy,253.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,90.0,,0,0
1961,469750,2017.0,Opel,Astra,1.6 Edition Plus,98.9,Düz,LPG & Benzin,Önden Çekiş,56.0,1598.0,115.0,,0,0
1962,410000,2012.0,Ford,Focus,1.6 Ti-VCT Style,210.0,Yarı Otomatik,LPG & Benzin,Önden Çekiş,55.0,1596.0,125.0,2 boyalı,2,0
1963,175000,1999.0,Fiat,Palio,1.4 EL,252.0,Düz,LPG & Benzin,Önden Çekiş,51.0,1368.0,77.0,3 boyalı,3,0
1964,103500,1993.0,Renault,R 9,1.4 Spring,152.0,Düz,LPG & Benzin,Önden Çekiş,,1390.0,72.0,,0,0
1965,519750,2014.0,Hyundai,i20,1.4 MPI Style,79.0,Otomatik,Benzin,Önden Çekiş,50.0,1368.0,100.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1966,188500,2000.0,Toyota,Corolla,1.6 Linea Terra,360.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1587.0,110.0,,0,0
1967,82500,1994.0,Ford,Escort,1.6 CL,280.0,Düz,LPG & Benzin,,,,,,0,0
1968,487500,2018.0,Dacia,Sandero,1.5 dCi Stepway,55.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1461.0,90.0,1 boyalı,1,0
1969,709500,2020.0,Renault,Megane,1.5 Blue DCI Touch,71.245,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,115.0,,0,0
1970,342500,2011.0,Fiat,Punto,Grande 1.4 Fire S&S,109.0,Yarı Otomatik,Benzin,Önden Çekiş,45.0,1368.0,77.0,,0,0
1971,442750,2022.0,Renault,Clio,1.0 SCe Joy,18.5,Düz,Benzin,,,,,,0,0
1972,585000,2017.0,Volkswagen,Polo,1.2 TSi Comfortline,72.0,Yarı Otomatik,Benzin,Önden Çekiş,45.0,1197.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1973,295000,2014.0,Hyundai,i20,1.4 CRDi Sense,164.076,Düz,Dizel,Önden Çekiş,45.0,1396.0,90.0,2 boyalı,2,0
1974,75000,1991.0,Tofaş,Şahin,S,170.0,Düz,LPG & Benzin,Arkadan İtiş,52.0,1581.0,80.0,,0,0
1975,72500,1993.0,Tofaş,Doğan,SLX,231.13,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,83.0,,0,0
1976,145000,2000.0,Peugeot,106,Quicksilver,280.0,Düz,Benzin,Önden Çekiş,45.0,1360.0,76.0,,0,0
1977,135000,1978.0,Mercedes - Benz,E,200,375.0,Düz,LPG & Benzin,Arkadan İtiş,,2000.0,95.0,,0,0
